place_id,utc_date,utc_weekday,utc_hour,local_date,local_weekday,local_hour,current_pop,usual_pop
ChIJ438zJnhZzpQRuVL8SUjklLY,2020-03-22,6,10,2020-03-22,6,7,7,12
ChIJ0RGdBvFZzpQRQeWcrwlhk8s,2020-03-22,6,10,2020-03-22,6,7,4,5
ChIJ2zKw7R5ZzpQR40TmawyQa0k,2020-03-22,6,10,2020-03-22,6,7,14,37
ChIJxfMp5lxYzpQRKJiuSIfTqrA,2020-03-22,6,10,2020-03-22,6,7,12,9
ChIJGylGOVlYzpQRSZWmk5VgHoM,2020-03-22,6,10,2020-03-22,6,7,9,18
ChIJk3DtmIKFqkARgIWzWSv_8YY,2020-03-22,6,10,2020-03-22,6,12,23,89
ChIJcWowTPmEqkARHFXD1_28fHk,2020-03-22,6,10,2020-03-22,6,12,24,74
ChIJ_b9fVIsFzkwRCyEoZg1OxK4,2020-03-22,6,10,2020-03-22,6,6,3,1
ChIJwdIyYH8FzkwRtL7gV3fxxrI,2020-03-22,6,10,2020-03-22,6,6,3,2
ChIJH2xtY9TM1IkRRX3PsTdOPtE,2020-03-22,6,10,2020-03-22,6,6,1,0
ChIJabUIzg7FYpYRTIltmOeisC8,2020-03-22,6,10,2020-03-22,6,7,6,3
ChIJDamlBKfFYpYRRLVglGmcM0c,2020-03-22,6,10,2020-03-22,6,7,3,1
ChIJzQz1pLXFYpYRzXDv9a6Plec,2020-03-22,6,10,2020-03-22,6,7,6,1
ChIJM2dCopnFYpYRsOHcy8INt7s,2020-03-22,6,10,2020-03-22,6,7,3,2
ChIJseiyZbzFYpYRNhFCJrYOnYA,2020-03-22,6,10,2020-03-22,6,7,4,3
ChIJd1lK26DFYpYR2LW16VB1Wgs,2020-03-22,6,10,2020-03-22,6,7,3,6
ChIJ1xmCWs3EYpYRHAsmwU5SMko,2020-03-22,6,10,2020-03-22,6,7,6,0
ChIJrZ0DzfXEYpYRc0070y3im3s,2020-03-22,6,10,2020-03-22,6,7,10,36
ChIJ-53TmZqUC0cRiqnBgT93RXQ,2020-03-22,6,10,2020-03-22,6,11,27,63
ChIJ2QFPvc-UC0cR-yep7ub8N78,2020-03-22,6,10,2020-03-22,6,11,29,39
ChIJzxFDPJxTUkYRCxKhK5Ui0Ls,2020-03-22,6,10,2020-03-22,6,11,32,54
ChIJq6qqavhSUkYRdho_GP77Q0A,2020-03-22,6,10,2020-03-22,6,11,54,93
ChIJzRCsrE1SUkYRxGJPTwVjwO0,2020-03-22,6,10,2020-03-22,6,11,35,55
ChIJXYrcM3BUUkYRAJLuvO5bV1Q,2020-03-22,6,10,2020-03-22,6,11,174,86
ChIJM7xLCw9TUkYRnaZMXsLL6v8,2020-03-22,6,10,2020-03-22,6,11,36,56
ChIJYdldbI1TUkYRlveDBf1vpco,2020-03-22,6,10,2020-03-22,6,11,13,46
ChIJj1eNkktSUkYRymaS4ok2Ghg,2020-03-22,6,10,2020-03-22,6,11,18,61
ChIJP26dA4FTUkYRslTllW_Xkdw,2020-03-22,6,10,2020-03-22,6,11,21,29
ChIJnQUHZCdHWBQRDaAJ6j1aog0,2020-03-22,6,10,2020-03-22,6,12,43,86
ChIJzVhOF45AWBQRmxS8Dzkl1UI,2020-03-22,6,10,2020-03-22,6,12,33,36
ChIJyRI_xlGTkkYRASfRHNMc0es,2020-03-22,6,10,2020-03-22,6,12,77,78
ChIJXbA-v2GTkkYRZ1pM2ArPKIs,2020-03-22,6,10,2020-03-22,6,12,22,63
ChIJEYDxGkkKkkYRUTQzc7g44x0,2020-03-22,6,10,2020-03-22,6,12,29,59
ChIJp-X19tILkkYRFmKyep6-zKY,2020-03-22,6,10,2020-03-22,6,12,14,6
ChIJHWZ9v8sLkkYRQLoVPFK1AA8,2020-03-22,6,10,2020-03-22,6,12,15,66
ChIJNTBxtccLkkYR1DAXGZxRrto,2020-03-22,6,10,2020-03-22,6,12,15,14
ChIJv5EG6dQLkkYR_6vOT36F0Ag,2020-03-22,6,10,2020-03-22,6,12,32,62
ChIJFX-3w8wLkkYRuE22KmBYoRk,2020-03-22,6,10,2020-03-22,6,12,15,23
ChIJ25LjEc0LkkYRmSG_4N6eC1Y,2020-03-22,6,10,2020-03-22,6,12,11,60
ChIJP-2wAc0LkkYRA8TEHsUTgt0,2020-03-22,6,10,2020-03-22,6,12,11,60
ChIJF6hEJuAJkkYRZyggu7OfW_U,2020-03-22,6,10,2020-03-22,6,12,19,62
ChIJU-LazG7r9EcRHupPkWDtdbU,2020-03-22,6,10,2020-03-22,6,11,12,28
ChIJS_1Y_EK_yRIRJA9k1_LeKzo,2020-03-22,6,10,2020-03-22,6,11,6,18
ChIJFYS3M0ZzREARo6Ssxws52Jw,2020-03-22,6,10,2020-03-22,6,14,36,84
ChIJkx251RhzREARnyGCcAufQYM,2020-03-22,6,10,2020-03-22,6,14,31,83
ChIJ37TnINcMREARoZL_1LBlzMo,2020-03-22,6,10,2020-03-22,6,14,16,85
ChIJfRs72zJzREARUP-A2F1MuKE,2020-03-22,6,10,2020-03-22,6,14,17,53
ChIJU-UjNsJRqEcRU-VkZMYOGOk,2020-03-22,6,10,2020-03-22,6,11,3,4
ChIJ62hndh9OqEcRydXjBjh91ps,2020-03-22,6,10,2020-03-22,6,11,7,36
ChIJe-ff-71RqEcRqvy8lRR4PHo,2020-03-22,6,10,2020-03-22,6,11,10,70
ChIJcy1JA8NRqEcRBNy2MNzQTmw,2020-03-22,6,10,2020-03-22,6,11,9,37
ChIJXdFtSjxIqEcRjoozhtQ1iDo,2020-03-22,6,10,2020-03-22,6,11,10,25
ChIJ05q01-1RqEcRGDTqjYS5BBs,2020-03-22,6,10,2020-03-22,6,11,12,43
ChIJaS75A0dOqEcRK8tLe3-tu3A,2020-03-22,6,10,2020-03-22,6,11,17,67
ChIJ4dic-71RqEcRj6sdBp0wvr0,2020-03-22,6,10,2020-03-22,6,11,17,61
ChIJ4dHdSq5RqEcReqvQ3PGSw4M,2020-03-22,6,10,2020-03-22,6,11,30,42
ChIJZ7MZiExPqEcRG1LUMlDEr-0,2020-03-22,6,10,2020-03-22,6,11,29,32
ChIJraCYwolRqEcRxVtJLuV3IDc,2020-03-22,6,10,2020-03-22,6,11,46,42
ChIJd-d5Rx1SqEcRgCz33OsCSZQ,2020-03-22,6,10,2020-03-22,6,11,23,50
ChIJCfROcedRqEcRjFRvdEEGvYY,2020-03-22,6,10,2020-03-22,6,11,23,31
ChIJe8FmEzBQqEcRth79TMVowwU,2020-03-22,6,10,2020-03-22,6,11,35,41
ChIJ_S5uaxJOqEcRdg-gu1fEgcI,2020-03-22,6,10,2020-03-22,6,11,56,57
ChIJZ0KxF_JRqEcRrLHB-4r-U-o,2020-03-22,6,10,2020-03-22,6,11,27,89
ChIJw_HTKK9RqEcRyeWAo9t_YlU,2020-03-22,6,10,2020-03-22,6,11,20,69
ChIJOZG7315OqEcRVs8ZP5sx0mQ,2020-03-22,6,10,2020-03-22,6,11,22,54
ChIJszR0qEdOqEcR-wk88Z89zM8,2020-03-22,6,10,2020-03-22,6,11,25,46
ChIJz4ha4AFPqEcRYVFjG8IRfH8,2020-03-22,6,10,2020-03-22,6,11,47,44
ChIJC-AHcr8kv0cRuYmBYBVvdM0,2020-03-22,6,10,2020-03-22,6,11,54,56
ChIJBcGRxmclv0cRLKDQZKRbg9U,2020-03-22,6,10,2020-03-22,6,11,72,50
ChIJi2IuPx0lv0cRAla2rNMDWpU,2020-03-22,6,10,2020-03-22,6,11,7,11
ChIJycChxVAkv0cReWekbd6YLUI,2020-03-22,6,10,2020-03-22,6,11,36,56
ChIJcUReRXElv0cRKjszkliclRI,2020-03-22,6,10,2020-03-22,6,11,18,53
ChIJmR63yaaOsUcR_v3zZ7UUhrc,2020-03-22,6,10,2020-03-22,6,11,51,41
ChIJb-P-HdR1nkcRWHOx1Q3VXdk,2020-03-22,6,10,2020-03-22,6,11,24,32
ChIJYXjjz_N1nkcRciyDilNW7tw,2020-03-22,6,10,2020-03-22,6,11,29,51
ChIJayv4lZd1nkcR0e_vfGLfm8k,2020-03-22,6,10,2020-03-22,6,11,18,33
ChIJgfxwACK9oRQR4Q-3guLucaY,2020-03-22,6,10,2020-03-22,6,12,27,84
ChIJZaciVjK9oRQRNm3nnVFEC1Y,2020-03-22,6,10,2020-03-22,6,12,22,58
ChIJh8L8RZXnuY4RYVEMLe3xPns,2020-03-22,6,10,2020-03-22,6,6,2,0
ChIJzbYNqQXnuY4RJVAHxQGp4jo,2020-03-22,6,10,2020-03-22,6,6,14,18
ChIJ32QtdBbcQUcR1mrLvmwZjvY,2020-03-22,6,10,2020-03-22,6,11,13,66
ChIJ6-7K7iDcQUcRHWbwGDRr6WY,2020-03-22,6,10,2020-03-22,6,11,7,32
ChIJJV5HdkwdDTkRcNsRVg4C398,2020-03-22,6,10,2020-03-22,6,15,19,100
ChIJN7aS5NriDDkR48D4OPCDucQ,2020-03-22,6,10,2020-03-22,6,15,12,100
ChIJGWguR2IdDTkRYZ8qEf_LUMQ,2020-03-22,6,10,2020-03-22,6,15,13,99
ChIJNS7J7OziDDkR6ksNHEt2wIY,2020-03-22,6,10,2020-03-22,6,15,9,100
ChIJc1a-8LPiDDkRpJhUa1lv3Ek,2020-03-22,6,10,2020-03-22,6,15,6,73
ChIJcR5Ko3sdDTkRHPPD64QaNVU,2020-03-22,6,10,2020-03-22,6,15,16,20
ChIJrx6Tv3sdDTkRefstHBaF4xg,2020-03-22,6,10,2020-03-22,6,15,14,14
ChIJlxEKDw_jDDkREk3nwomkhSU,2020-03-22,6,10,2020-03-22,6,15,21,91
ChIJBXs6ETz9DDkRFllm4f46kfg,2020-03-22,6,10,2020-03-22,6,15,15,87
ChIJa5LTMdL1aS4RL3717sOR2YA,2020-03-22,6,10,2020-03-22,6,17,3,86
ChIJV-0W9xf0aS4RlAmTRCifLdQ,2020-03-22,6,10,2020-03-22,6,17,15,31
ChIJA88y_8v1aS4RbfwYWObt98A,2020-03-22,6,10,2020-03-22,6,17,18,73
ChIJ_8haFRr0aS4RheQJPimssiA,2020-03-22,6,10,2020-03-22,6,17,20,20
ChIJKeQOsCL0aS4RLuH7DlpcjaI,2020-03-22,6,10,2020-03-22,6,17,30,65
ChIJdXBB9n4QFAURQs2buyfwl98,2020-03-22,6,10,2020-03-22,6,17,23,94
ChIJ7V-PP_8dai4RMqvOj2luU_I,2020-03-22,6,10,2020-03-22,6,17,6,76
ChIJ-S4F5Bb0aS4RgVq6v81ZM4s,2020-03-22,6,10,2020-03-22,6,17,27,43
ChIJ_yd6laD2aS4RKztllgcJZ2s,2020-03-22,6,10,2020-03-22,6,17,16,26
ChIJc16W8M_1aS4Ro9gwKlXJjSE,2020-03-22,6,10,2020-03-22,6,17,10,34
ChIJ663qAxz0aS4R3x6eEyQE-RM,2020-03-22,6,10,2020-03-22,6,17,7,18
ChIJe1F08akNZ0gRa1ndmi3YJqE,2020-03-22,6,10,2020-03-22,6,10,31,34
ChIJo5EyLpkOZ0gRfIOtBfARzQU,2020-03-22,6,10,2020-03-22,6,10,11,33
ChIJx0pfIJ0OZ0gR758AjwNTuEA,2020-03-22,6,10,2020-03-22,6,10,3,28
ChIJBfHLsjcMZ0gR6tv-NUFv8bQ,2020-03-22,6,10,2020-03-22,6,10,10,26
ChIJw87pUM0pAxURBawYyS3y6JA,2020-03-22,6,10,2020-03-22,6,12,13,59
ChIJS6q-QSzWAhURcrX_nTKj40c,2020-03-22,6,10,2020-03-22,6,12,37,83
ChIJRRg6oDLWAhURjFQwKBgFpyQ,2020-03-22,6,10,2020-03-22,6,12,27,96
ChIJj6vOOckpAxUReXF30f5erYM,2020-03-22,6,10,2020-03-22,6,12,12,51
ChIJReH5bPanOxMRu1k5WT2A4Sk,2020-03-22,6,10,2020-03-22,6,11,10,45
ChIJU0TH3T0IOxMRtkeV5ocNDBI,2020-03-22,6,10,2020-03-22,6,11,8,38
ChIJv2MgYI7lGRMR-VYesXfT_9M,2020-03-22,6,10,2020-03-22,6,11,8,62
ChIJh7rGZ47lGRMR4K5lyYlWWEE,2020-03-22,6,10,2020-03-22,6,11,8,62
ChIJCajXkAiKJRMREV4n39850EU,2020-03-22,6,10,2020-03-22,6,11,26,96
ChIJlRxa-_NhLxMRkX7xjTtVBJU,2020-03-22,6,10,2020-03-22,6,11,7,27
ChIJx6xXOPKLGGARtPr6qZZ2nHA,2020-03-22,6,10,2020-03-22,6,19,22,10
ChIJqcU4DIKLGGARBxWj4fGnB_k,2020-03-22,6,10,2020-03-22,6,19,56,29
ChIJo8VKlCCMGGARarjlIsaLY1g,2020-03-22,6,10,2020-03-22,6,19,69,22
ChIJw2qQRZuOGGARWmROEiM2y7E,2020-03-22,6,10,2020-03-22,6,19,44,11
ChIJ2y91MQGLGGARQKyRvVnpKRM,2020-03-22,6,10,2020-03-22,6,19,28,25
ChIJGSgSNruLGGARcEY8dKHq1LI,2020-03-22,6,10,2020-03-22,6,19,36,65
ChIJCewJkL2LGGAR3Qmk0vCTGkg,2020-03-22,6,10,2020-03-22,6,19,34,57
ChIJMwpiebSMGGARPr_454zHvDQ,2020-03-22,6,10,2020-03-22,6,19,35,59
ChIJS7K2bLKOGGARGySfwejBx4o,2020-03-22,6,10,2020-03-22,6,19,54,77
ChIJLcQt9l-LGGARS9syRUPgriQ,2020-03-22,6,10,2020-03-22,6,19,45,56
ChIJkY2Wc6-OGGARAMDq7SV5Zao,2020-03-22,6,10,2020-03-22,6,19,81,57
ChIJydWK3XiLGGAR333Pv6zADIg,2020-03-22,6,10,2020-03-22,6,19,77,75
ChIJ1XqfRK2OGGARskk4jgTbxtI,2020-03-22,6,10,2020-03-22,6,19,10,26
ChIJ_yy1ybqMGGAR0tPR4qiHDVY,2020-03-22,6,10,2020-03-22,6,19,30,35
ChIJc-deL6COGGARRENyB-YX2eI,2020-03-22,6,10,2020-03-22,6,19,33,47
ChIJ4RGu0emLGGARuUX8XtPxUVg,2020-03-22,6,10,2020-03-22,6,19,12,29
ChIJkw7wvpGMGGAR5W5hbRuPKl0,2020-03-22,6,10,2020-03-22,6,19,8,20
ChIJH7qx1tCMGGAR1f2s7PGhMhw,2020-03-22,6,10,2020-03-22,6,19,26,56
ChIJC3Cf2PuLGGAROO00ukl8JwA,2020-03-22,6,10,2020-03-22,6,19,18,53
ChIJCwbTk56OGGARRJJPe22ziWw,2020-03-22,6,10,2020-03-22,6,19,24,40
ChIJ8zmPpJlfGxUR4kW5qIS42uc,2020-03-22,6,10,2020-03-22,6,12,8,67
ChIJHYjmNBagHBURr62DyWKej0Q,2020-03-22,6,10,2020-03-22,6,12,19,96
ChIJvTMSBr1fGxURHJ5dwfDYGX8,2020-03-22,6,10,2020-03-22,6,12,18,69
ChIJr1BwBxQXLxgRTe46eDlWIq8,2020-03-22,6,10,2020-03-22,6,13,4,6
ChIJE1lLMCkXLxgRtqGpoNkb9UQ,2020-03-22,6,10,2020-03-22,6,13,15,10
ChIJtwxHgDwXLxgRCrs2wYO4n7c,2020-03-22,6,10,2020-03-22,6,13,10,6
ChIJCS8lOyERLxgRzVY5GhnOh7Q,2020-03-22,6,10,2020-03-22,6,13,15,7
ChIJXz2vx_GifDURImd3aTJZ1VA,2020-03-22,6,10,2020-03-22,6,19,27,81
ChIJ61qvjvCifDURsgRneJ9Fsg0,2020-03-22,6,10,2020-03-22,6,19,20,75
ChIJbV4Kqi6jfDUReu01VjRdw2c,2020-03-22,6,10,2020-03-22,6,19,53,38
ChIJ6RPSci2jfDURXTSdf7JjYp8,2020-03-22,6,10,2020-03-22,6,19,136,72
ChIJK_b0UX2jfDURmkYPvmWYm90,2020-03-22,6,10,2020-03-22,6,19,92,8
ChIJw8UIcGCifDURB0MtY-xAUqM,2020-03-22,6,10,2020-03-22,6,19,13,25
ChIJIwCT4-yifDUR1E63iG76hr0,2020-03-22,6,10,2020-03-22,6,19,46,23
ChIJMcWZMY2ifDUR2NLv8F3Togc,2020-03-22,6,10,2020-03-22,6,19,13,11
ChIJDxUjqASifDURYoe1LjkFbE0,2020-03-22,6,10,2020-03-22,6,19,35,66
ChIJOVXXleiEzz8RsFKoNnkfCOI,2020-03-22,6,10,2020-03-22,6,13,5,23
ChIJnUYkHu6Ezz8RpdeTrBdWIGY,2020-03-22,6,10,2020-03-22,6,13,8,30
ChIJidG2_8_P7kYRsDFXQ87PAA8,2020-03-22,6,10,2020-03-22,6,12,33,61
ChIJsYyCLiXQ7kYRr5gG2h5GLZk,2020-03-22,6,10,2020-03-22,6,12,49,81
ChIJT2NiGDTO7kYRQDFXQ87PAA8,2020-03-22,6,10,2020-03-22,6,12,51,77
ChIJxXsY39PP7kYRB4pgetCDFt4,2020-03-22,6,10,2020-03-22,6,12,23,69
ChIJLxWaS-QWHxURGZ0o_pi5DTU,2020-03-22,6,10,2020-03-22,6,12,7,15
ChIJgVtzJ9aV3UYR18Z2rWwdcI4,2020-03-22,6,10,2020-03-22,6,12,56,91
ChIJl1_SmIOT3UYRsD5CTI3RAA8,2020-03-22,6,10,2020-03-22,6,12,46,73
ChIJs3bONuWU3UYRiX61sOgxME4,2020-03-22,6,10,2020-03-22,6,12,16,96
ChIJQ6lCXNhrpw0RAw8OKjU0s2c,2020-03-22,6,10,2020-03-22,6,11,26,37
ChIJg0ZlY3hspw0R4LLmt70J1J0,2020-03-22,6,10,2020-03-22,6,11,8,38
ChIJdZGHJsqa5h4RspI0l6zML70,2020-03-22,6,10,2020-03-22,6,12,7,2
ChIJ23dTRBmb5h4RenAyMaQvBAs,2020-03-22,6,10,2020-03-22,6,12,7,2
ChIJD7P9IsMJxkcRMrf54OxoZSg,2020-03-22,6,10,2020-03-22,6,11,11,29
ChIJW3VkBjwKxkcRVNsYc24GnkU,2020-03-22,6,10,2020-03-22,6,11,69,49
ChIJZX1IThwKxkcRCE88Y-y9Y-o,2020-03-22,6,10,2020-03-22,6,11,44,100
ChIJz3y0xeIJxkcRNcogBVV41Gw,2020-03-22,6,10,2020-03-22,6,11,32,55
ChIJeTVCC7SwxUcR5EdQLWrRLYc,2020-03-22,6,10,2020-03-22,6,11,48,83
ChIJgzu7EH9uQUYRwajtZJFSX70,2020-03-22,6,10,2020-03-22,6,11,23,48
ChIJb4OV4mduQUYRks5TEOeXZGo,2020-03-22,6,10,2020-03-22,6,11,37,47
ChIJdXwu3lpuQUYRknOl0TWnog0,2020-03-22,6,10,2020-03-22,6,11,46,68
ChIJn5IXQ89tQUYRqXaN0mEtOw0,2020-03-22,6,10,2020-03-22,6,11,34,48
ChIJ1b8zu6dvQUYR0xO8GMXWK8A,2020-03-22,6,10,2020-03-22,6,11,3,12
ChIJyYnc6rNtQUYRJpKNR00W_8E,2020-03-22,6,10,2020-03-22,6,11,6,13
ChIJYf-aLd-nXZQRpntalo_K_lY,2020-03-22,6,10,2020-03-22,6,6,7,0
ChIJtxwYKPKnXZQRULIHIGrmwGY,2020-03-22,6,10,2020-03-22,6,6,4,2
ChIJO4m9NuunXZQR-5zkZiMZSiI,2020-03-22,6,10,2020-03-22,6,6,5,10
ChIJOyhIZxkIXZQRI03zbbHOJ4w,2020-03-22,6,10,2020-03-22,6,6,13,2
ChIJuYzAVO6nXZQRiBn2cX5-PO4,2020-03-22,6,10,2020-03-22,6,6,7,6
ChIJLcQBCnPLHkcRkZsqcmcHDU4,2020-03-22,6,10,2020-03-22,6,11,14,98
ChIJdYLy3CfNHkcR8sFIsLTSlhk,2020-03-22,6,10,2020-03-22,6,11,40,52
ChIJJ2C9GmrMHkcReA0ODrUpYwM,2020-03-22,6,10,2020-03-22,6,11,32,65
ChIJ5xnhR03MHkcRubFLoU_kmaM,2020-03-22,6,10,2020-03-22,6,11,31,41
ChIJUYt_movMHkcRDo_ofyJ1CT0,2020-03-22,6,10,2020-03-22,6,11,22,27
ChIJh0QLCW7MHkcRBpU8uKhlEU8,2020-03-22,6,10,2020-03-22,6,11,8,6
ChIJkUWehmHMHkcRR-72WJvPCFg,2020-03-22,6,10,2020-03-22,6,11,18,29
ChIJM_a7C2bMHkcRsoH4Y3isoR8,2020-03-22,6,10,2020-03-22,6,11,9,18
ChIJy2NdwrczGQ0RKTUun24F0pU,2020-03-22,6,10,2020-03-22,6,10,40,85
ChIJ41Lk44gzGQ0Rs69StMfTQo8,2020-03-22,6,10,2020-03-22,6,10,11,13
ChIJW4MjK6E0GQ0RVVMlTHXxNUU,2020-03-22,6,10,2020-03-22,6,10,8,9
ChIJedMC-j8zGQ0Rw9-mAjABqLQ,2020-03-22,6,10,2020-03-22,6,10,5,22
ChIJO41ppAo0GQ0RCSkBTGuQ1Uc,2020-03-22,6,10,2020-03-22,6,10,14,46
ChIJOd3VbirFRT4R7QBPQM1nAnw,2020-03-22,6,10,2020-03-22,6,13,24,10
ChIJ8RVuCsTERT4ROFaWVMIVkYs,2020-03-22,6,10,2020-03-22,6,13,9,10
ChIJ_YRY8MHERT4RrQR4pJYhUjs,2020-03-22,6,10,2020-03-22,6,13,3,3
ChIJGWO4pg3FRT4RNhrQj_1hhbk,2020-03-22,6,10,2020-03-22,6,13,28,51
ChIJORQSrD3FRT4R0z7IG7uMa_w,2020-03-22,6,10,2020-03-22,6,13,12,13
ChIJWyeMXg7_sUAR8FkTKME4i70,2020-03-22,6,10,2020-03-22,6,12,28,64
ChIJq20fwwMCskARyrHR1-V24S8,2020-03-22,6,10,2020-03-22,6,12,26,73
ChIJuzuXobr4sUARbEdOtNV-NIs,2020-03-22,6,10,2020-03-22,6,12,13,99
ChIJ_9zV0qr_sUARjk_kKHWdIpw,2020-03-22,6,10,2020-03-22,6,12,19,52
ChIJz29-j0P_sUARO0JmUSermD4,2020-03-22,6,10,2020-03-22,6,12,24,58
ChIJqV1Ag3T_sUARPf-mmnpqafg,2020-03-22,6,10,2020-03-22,6,12,27,100
ChIJcZx3UU7_sUARPJ5YcXigQ9c,2020-03-22,6,10,2020-03-22,6,12,29,61
ChIJ5eY1-PABskARe-TUDiESMPU,2020-03-22,6,10,2020-03-22,6,12,13,55
ChIJkz1i_j9KtUYRhVgN45-67z8,2020-03-22,6,10,2020-03-22,6,13,27,55
ChIJnZpeFkdKtUYRhgKc2IO_dM8,2020-03-22,6,10,2020-03-22,6,13,29,27
ChIJIa7uAFhKtUYRRWeoyNDZL6U,2020-03-22,6,10,2020-03-22,6,13,27,50
ChIJn2z2KDhKtUYR5hI8memDlWg,2020-03-22,6,10,2020-03-22,6,13,42,69
ChIJvycdAEdKtUYR_CkNnKiEesY,2020-03-22,6,10,2020-03-22,6,13,23,40
ChIJJXXJr1pKtUYR3KROfZSs7-E,2020-03-22,6,10,2020-03-22,6,13,33,84
ChIJV9zPi_xLtUYR_N-oIGSHxJ8,2020-03-22,6,10,2020-03-22,6,13,23,72
ChIJy7vpMD5KtUYRGzqj3pyZaMI,2020-03-22,6,10,2020-03-22,6,13,47,68
ChIJI3Td3BdKtUYRNJd8ZObvlII,2020-03-22,6,10,2020-03-22,6,13,38,42
ChIJi5ZekwZLtUYRTTUbiSFvRs8,2020-03-22,6,10,2020-03-22,6,13,29,50
ChIJrUurjuxKtUYRGgQnBx1xCd8,2020-03-22,6,10,2020-03-22,6,13,67,72
ChIJ0SywmjJKtUYRz4KduS4Bgck,2020-03-22,6,10,2020-03-22,6,13,51,83
ChIJY9fCHo-1SkERAWlBxfor7sk,2020-03-22,6,10,2020-03-22,6,13,26,34
ChIJRZ-M3EZKtUYRsrGSa3_P96s,2020-03-22,6,10,2020-03-22,6,13,28,44
ChIJ5ecq-yNKtUYRCLVHR4Lb9aw,2020-03-22,6,10,2020-03-22,6,13,20,42
ChIJP9wms35KtUYRyR9W-WSew8I,2020-03-22,6,10,2020-03-22,6,13,29,53
ChIJs2qGjLhLtUYRJECzgKufk7w,2020-03-22,6,10,2020-03-22,6,13,26,42
